"word","eng_level","count"
"beginner","A2",5779949
"lid","B2",5776418
"deaf","B1",5774245
"remainder","B1",5767514
"sheriff","B1",5758797
"elect","B2",5748899
"concentrate","A2",5744544
"intimate","B2",5744011
"deadly","B1",5740299
"refrigerator","A2",5726901
"exclusion","B2",5721930
"holocaust","B2",5719888
"keen","B2",5719759
"disposition","B2",5717084
"needle","B1",5708007
"cathedral","B2",5707027
"sticky","B1",5698936
"destiny","B2",5698721
"generous","B1",5698368
"madness","B2",5698238
"climb","A1",5697476
"climb","A2",5697476
"fascinating","A2",5694739
"hay","B2",5688403
"salvation","C1",5684577
"sacrifice","C1",5670665
"anthropology","C1",5661140
"skating","A2",5660985
"emperor","B1",5660656
"educated","B2",5649174
"proudly","B2",5645732
"necessity","B2",5645294
"rendering","C1",5644923
"suburban","C1",5637047
"tomato","A1",5630352
"waterproof","B2",5628399
"pale","B1",5622699
"delight","B1",5619474
"delight","B2",5619474
"survivor","B1",5618749
"undertake","B2",5613443
"declare","B1",5612067
"continuously","B1",5610397
"tear","A2",5605530
"tear","B1",5605530
"jewel","B1",5603871
"stranger","A2",5595615
"tragedy","B1",5594610
"painful","B1",5591729
"funky","B2",5587279
"nowhere","B1",5582367
"cop","A1",5581961
"gale","C2",5578617
"dim","B2",5575497
"lately","B1",5574422
"scary","B1",5571680
"likewise","B2",5568135
"banana","A1",5567941
"idol","B1",5560487
"bloody","B2",5559606
"remind","A2",5558174
"demographic","C1",5553274
"charming","B2",5553134
"tooth","A1",5551049
"annoying","A2",5548132
"respected","B2",5548130
"affair","A2",5545856
"upset","A2",5544484
"upset","B2",5544484
"restrict","B1",5544351
"beside","A1",5543255
"rebound","C2",5540042
"mentor","B2",5537836
"hypothetical","C2",5532893
"complimentary","C1",5530978
"helicopter","B2",5528827
"pencil","A1",5527529
"freeze","A2",5526731
"performer","B1",5525369
"sphere","B1",5522351
"moss","B1",5518013
"surprising","A2",5510793
"walnut","B2",5509894
"lance","B2",5509634
"ladder","B1",5508719
"unnecessary","A2",5507431
"dramatically","B2",5507401
"workout","B1",5497220
"colon","B2",5494297
"likelihood","C1",5493171
"purse","B1",5488891
"endangered","A2",5486113
"compromise","B1",5485442
"compromise","B2",5485442
"align","C1",5478643
"bless","B1",5477461
"negotiation","B1",5477161
"triumph","B1",5473738
"alternatively","B2",5469870
"heel","B1",5468921
"gently","B2",5465493
"controversial","B1",5460493
"fridge","A2",5458180
"blanket","A2",5457762
"bloom","A2",5456938
"bloom","C1",5456938
"justify","B2",5448520
"surge","B2",5436623
"surge","C2",5436623
"trauma","C1",5434737
"advert","B1",5431594
"possess","B1",5431346
"demanding","B2",5431042
"forbidden","B1",5424002
"picnic","A1",5417141
"practitioner","C2",5411869
"motivated","B2",5411329
"dumb","B2",5409969
"hollow","B2",5408962
"revelation","B2",5406421
"pursuit","B2",5404544
"greenhouse","B1",5396539
"endless","B1",5392222
"orbit","B1",5389062
"bacon","B1",5385205
"heater","B1",5380658
"circus","B1",5377139
"feat","B2",5368462
"temporarily","B2",5368112
"thriller","B1",5364843
"transmit","B2",5364052
"hunger","B1",5358049
"detective","B1",5353706
"surgeon","B1",5350136
"fireplace","B2",5345450
"endorsement","C1",5343221
"missile","B2",5339587
"persistent","B2",5332514
"glow","B2",5329899
"aquarium","C1",5327865
"violin","A2",5327802
"prophet","C1",5326547
"bracket","B2",5321561
"magnificent","B1",5319310
"colleague","B2",5317221
"promptly","B2",5315422
"harmful","A2",5313786
"phantom","B1",5301147
"phantom","C2",5301147
"turtle","B1",5297998
"fossil","C1",5291925
"hometown","A1",5290705
"badly","A2",5290145
"disappointed","A2",5284061
"continually","B1",5278721
"jade","B1",5272655
"foul","B2",5268620
"excitement","B1",5262975
"verbal","B2",5259521
"blink","B2",5257629
"mysterious","A2",5252752
"novelty","B2",5252481
"librarian","B1",5250166
"pose","B2",5242405
"pose","C1",5242405
"therapist","B2",5238169
"relaxation","B2",5231884
"goat","B2",5231735
"render","C1",5231571
"thereafter","B2",5229938
"sail","B2",5227908
"dense","B2",5225392
"brave","A2",5221356
"awful","A2",5217370
"nightmare","B2",5217283
"impose","B2",5214173
"telescope","B2",5211922
"advancement","B2",5205341
"harassment","C1",5204597
"bolt","B2",5202005
"wagon","B1",5198530
"knock","A2",5196013
"knock","B1",5196013
"urge","B1",5195810
"urge","B2",5195810
"thorough","B1",5191306
"inexpensive","A2",5190532
"creature","A2",5182781
"ours","A1",5182681
"refresh","B2",5180203
"refresh","C1",5180203
"snowboard","B1",5178854
"subtle","B2",5175269
"cope","B2",5168827
"chancellor","B2",5165551
"flour","A2",5162842
"controversy","B2",5161175
"legendary","B2",5158604
"sympathy","B1",5157330
"choir","B1",5156247
"beautifully","B1",5155531
"hygiene","B2",5151461
"wit","B2",5149169
"virtue","B2",5147800
"burst","B1",5147573
"burst","C1",5147573
"bouquet","C1",5143984
"corpus","C2",5137372
"gentleman","B1",5134582
"reproduce","B1",5134246
"threatening","B1",5126983
"spokesman","B2",5126711
"prisoner","B1",5124810
"daisy","B1",5124326
"cursor","B2",5122085
"stuffed","B1",5120285
"crude","C1",5119129
"sufficiently","B2",5116122
"bored","A2",5114852
"knit","B1",5113070
"conditional","C1",5112750
"mug","A2",5112219
"bother","B1",5111764
"bother","A2",5111764
"compute","B2",5101135
"translator","B2",5099564
"continent","A2",5095575
"resist","B1",5090633
"constraint","C1",5080605
"ranger","B2",5076621
"scared","B1",5071401
"infringement","B2",5070438
"bent","B1",5070333
"stake","B2",5061965
"cocktail","B2",5061626
"poison","B1",5056083
"poison","B2",5056083
"costly","B2",5054951
"stitch","B2",5049524
"notable","C1",5044802
"racism","B2",5035527
"interpret","B2",5034981
"modest","B2",5033760
"countryside","A2",5032517
"liaison","C1",5032366
"clarify","B2",5016927
"waist","B2",5013500
"fatigue","C1",5010911
"owl","B2",5010726
"patriot","B2",5010718
"forthcoming","B2",5007069
"complementary","C1",4998758
"gallon","B1",4998083
"bitter","B1",4995265
"incredibly","B1",4987059
"vet","B1",4982559
"psychiatric","C1",4981598
"depart","B1",4975122
"lily","A1",4972288
"unofficial","B2",4970936
"privately","B2",4969339
"resin","C1",4966700
"resin","C2",4966700
"linen","B2",4960413
"decay","B2",4956622
"underwater","A2",4954318
"underwater","B2",4954318
"usher","B2",4948609
"usher","C1",4948609
"skate","A2",4932092
"skate","B1",4932092
"supportive","B1",4922700
"repeatedly","B1",4920604
"athlete","A2",4918312
"enforce","B2",4916571
"preschool","B1",4916187
"similarity","B1",4916061
"landlord","B1",4915638
"leak","B2",4914623
"booklet","B2",4909462
"voter","B2",4905374
"towel","A1",4901668
"ginger","B1",4901078
"imagery","B2",4898768
"competence","B2",4893571
"inadequate","B2",4892298
"considerably","B2",4887058
"rotten","B1",4883839
"habit","A1",4880657
"bulb","A2",4879829
"useless","B1",4876437
"northwestern","B1",4875705
"abundance","B1",4870991
"abundance","C2",4870991
"carpenter","C1",4870735
"insufficient","B2",4869704
"clever","A1",4865097
"enjoyable","B1",4859999
"handbag","A2",4858848
"bypass","C1",4856691
"freshman","B1",4856078
"playground","A2",4853485
"negotiate","B1",4853126
"sixty","A1",4851534
"exploit","B2",4851510
"exploit","C1",4851510
"boyfriend","A1",4849182
"permanently","B1",4849017
"distinguish","B1",4846365
"spark","B2",4842423
"illustrate","B2",4841953
"patience","B1",4839393
"shallow","B1",4834372
"stir","B1",4833763
"drawer","A2",4830969
"ingredient","B1",4830835
"curtain","B1",4827869
"tactical","C2",4826876
"mailbox","B1",4825513
"expedition","B2",4824834
"expedition","C1",4824834
"pile","A2",4824165
"caller","B1",4818758
"distortion","B2",4818028
"goddess","B1",4797599
"spacious","C1",4793663
"loyalty","B1",4785195
"beloved","B1",4781714
"sometime","B1",4781394
"faithful","B1",4777949
"leap","B2",4767538
"leap","B1",4767538
"swan","B2",4765643
"sailor","A1",4759044
"statue","A2",4753368
"quotation","B2",4750453
"jumper","B1",4746695
"caravan","B2",4746134
"harness","B1",4745215
"manipulation","C1",4744083
"alongside","B2",4743589
"transmitter","C2",4739143
"denim","B2",4737554
"relaxing","B1",4733863
"trophy","B2",4731863
"emotion","B1",4731715
"residual","C2",4729381
"versatile","C1",4727772
"profitable","B2",4725403
"educate","B1",4716370
"glove","A2",4714578
"prejudice","B1",4713477
"probable","B2",4708443
"decoration","B2",4702490
"waterfront","C1",4693479
"appropriately","B2",4679967
"adapt","B1",4675567
"carriage","B1",4664470
"traditionally","B1",4654828
"withdraw","B2",4652948
"anchorage","B2",4651277
"neat","B2",4643885
"stern","B2",4643592
"bud","B2",4638865
"dentist","A2",4638330
"tutor","B2",4635949
"idiot","B2",4635830
"debit","B2",4633794
"unwanted","B1",4630797
"slice","A2",4628779
"slice","B2",4628779
"symbolic","B2",4625574
"mediation","C2",4618800
"bump","B1",4618593
"primitive","B1",4616188
"ecosystem","B1",4610884
"pause","B1",4606318
"simplicity","C1",4606054
"relaxed","A2",4603097
"aunt","A1",4594042
"crow","B1",4592109
"caption","B2",4588270
"complain","A2",4585812
"altitude","B2",4582981
"couch","A1",4581367
"unfair","A2",4575832
"electronically","B2",4575196
"inspirational","B2",4574490
"corridor","B2",4571967
"philosophical","B2",4571852
"rebuild","B1",4569457
"vacant","B2",4569268
"inherent","C1",4564901
"dye","B2",4564149
"alphabet","B1",4562325
"insect","A2",4554595
"grief","B2",4552843
"sweat","B1",4551615
"sweat","A2",4551615
"dolphin","B1",4551363
"ventilation","C1",4548657
"bust","B1",4547742
"quake","B1",4544481
"backyard","B2",4541081
"memorable","B1",4538880
"monument","B1",4533122
"formally","B1",4530725
"cola","A2",4530545
"withdrawn","C1",4524191
"breeze","A2",4523241
"backpack","B1",4514732
"deficiency","B1",4505086
"gum","B2",4503031
"malaria","B2",4498988
"loyal","B1",4498834
"spite","B2",4493143
"guideline","B2",4491475
"imply","B2",4491299
"tendency","B1",4490160
"freezer","B1",4489766
"wholly","C2",4489721
"chill","C1",4489643
"embrace","B2",4489178
"liner","B2",4486145
"auxiliary","B1",4485775
"fry","A2",4482394
"fry","B1",4482394
"vivid","B1",4479514
"honestly","B1",4459891
"servant","B2",4456781
"tick","B1",4449569
"biochemistry","B1",4443075
"duplication","B2",4442810
"critic","B1",4442069
"honeymoon","B1",4436534
"wheelchair","A2",4435076
"cone","B2",4429970
"adequately","B2",4425890
"pentagon","B2",4424810
"stressed","B1",4422630
"fragment","B1",4420815
"lecturer","B2",4419105
"bucket","A1",4415452
"steak","A2",4413680
"recycled","B1",4400717
"recruit","B2",4397367
"dessert","A2",4392650
"marry","A2",4388137
"enthusiasm","B1",4386258
"confusing","B1",4385868
"bounce","B2",4383170
"bounce","B1",4383170
"spiral","B1",4381596
"weakness","B1",4379559
"ramp","B2",4370357
"nicely","B2",4366949
"surprisingly","B1",4366827
"fried","A2",4364192
"ambulance","B1",4363682
"practically","B2",4363252
"domination","C1",4362286
"shrimp","B1",4361942
"scooter","B2",4359214
"molecule","B1",4359107
"dedication","B2",4357261
"marginal","C1",4340610
"prestige","B2",4337527
"pinnacle","C1",4335248
"proximity","B2",4327868
"pear","A2",4324248
"clue","A2",4315669
"scandal","B2",4315093
"scream","A2",4310000
"scream","B1",4310000
"pirate","B2",4308440
"rival","B2",4298220
"accountant","B1",4289265
"offender","B2",4287437
"vanity","B2",4284766
"daylight","A2",4280151
"dioxide","B1",4276462
"elastic","C1",4265135
"melody","B2",4264666
"cousin","A1",4263150
"burial","B2",4258160
"balcony","A2",4258129
"prop","C1",4254743
"neglect","B2",4250016
"emerge","B1",4249371
"clutch","C1",4248843
"shy","A1",4248699
"barber","A2",4241984
"intuitive","C1",4241404
"degradation","C1",4236424
"salsa","B2",4234056
"qualitative","C2",4233032
"umbrella","A1",4227324
"stimulation","B2",4225487
"refugee","B2",4221434
"discourse","C1",4220048
"headache","A1",4218013
"slavery","B1",4214907
"notwithstanding","C1",4214701
"credibility","C1",4212696
"deed","B1",4207336
"sauna","C1",4202256
"sustain","B2",4199639
"mechanic","B1",4198798
"rejection","B2",4197543
"dissemination","C2",4193540
"cosmic","C2",4191929
"politically","B2",4186936
"elective","B2",4186685
"forensic","C1",4186245
"cruel","B1",4180956
"conform","C1",4177976
"eager","B1",4175668
"vacancy","B1",4171263
"strawberry","B1",4169376
"elevator","A2",4167714
"pupil","B1",4167137
"pupil","C1",4167137
"feast","B1",4166016
"profound","C1",4164333
"warn","B1",4160789
"strive","B2",4152261
"snowboarding","A2",4150805
"painter","A2",4148778
"cooker","A2",4147009
"ankle","A2",4146793
"banker","B2",4138729
"borrow","A1",4137645
"vibration","B2",4130212
"react","B1",4126376
"insane","B1",4121922
"voyage","B1",4119859
"transitional","B1",4118474
"sketch","B2",4118317
"sketch","C1",4118317
"deduction","B2",4110107
"dancer","A2",4109747
"firmly","B1",4103216
"overtime","B2",4095339
"vase","A1",4093494
"flute","B1",4090740
"outfit","B2",4087628
"cease","B2",4081957
"aboard","B1",4080258
"aboard","C1",4080258
"overwhelming","B1",4077983
"altogether","B1",4070166
"dignity","B2",4068074
"descriptive","B2",4063561
"ideally","B2",4048227
"splash","B2",4047574
"splash","A2",4047574
"equip","B2",4044391
"hedge","B2",4041429
"violet","C1",4038524
"compulsory","B2",4035480
"inheritance","C1",4030441
"curry","A2",4029540
"oblique","C2",4027970
"advent","B2",4023874
"exploitation","C1",4023362
"mansion","B2",4019687
"surrender","B2",4018892
"stripe","B1",4013275
"spoon","A2",4000406
"niche","C1",3999108
"fortunately","A2",3996097
"bookshop","A2",3990603
"proportional","C2",3990019
"nonetheless","B1",3988449
"chin","A2",3986552
"squash","B2",3985349
"expectation","B2",3985293
"severely","B1",3985192
"curse","A2",3982181
"coconut","B2",3979631
"interrupt","B1",3979422
"conductor","B2",3978814
"liberation","B1",3977625
"grandfather","A1",3976363
"luxurious","B2",3975107
"indirectly","B1",3972681
"blessing","B1",3970512
"asleep","A2",3967813
"shout","A2",3965861
"shout","B1",3965861
"presidency","B2",3963353
"abnormal","B1",3963331
"delicate","B1",3962661
"convince","B1",3962104
"whoever","B1",3961970
"subway","A1",3959823
"straw","B1",3958211
"mankind","B1",3957434
"uncertain","A2",3956957
"paramount","C2",3954831
"upright","B2",3954150
"sightseeing","A2",3949130
"shocked","B1",3948680
"alcoholic","B1",3947219
"alcoholic","B2",3947219
"bakery","B1",3947064
"orchid","B2",3946535
"soda","A2",3940026
"preventive","B2",3938407
"peach","B2",3938068
"breathe","A1",3933278
"diaper","B1",3933145
"delegate","B2",3921156
"lightly","B1",3921147
"stove","A2",3914849
"accidental","B1",3914021
"refuge","B2",3910887
"nutrient","B1",3910296
"freak","B2",3908219
"preferably","B2",3906858
"newborn","B1",3905331
"sadly","A2",3905175
"regulate","B2",3900971
"orchard","C1",3900891
"mythology","C1",3899588
"prestigious","B2",3899516
"trousers","A1",3897524
"hatch","B1",3896261
"tomb","B2",3894685
"tomb","C1",3894685
"shortage","B1",3892878
"privileged","C1",3890670
"spill","A2",3890646
"goodness","B1",3890474
"bombing","B2",3884875
"crisp","A2",3880385
"prom","B2",3877689
"keeper","B2",3877357
"inevitable","B1",3872819
"ritual","B2",3861920
"interpreter","B2",3858537
"reconciliation","C2",3854902
"slam","B2",3851407
"plaque","C1",3850381
"snack","A2",3847152
"autonomous","C2",3845886
"quietly","A2",3842577
"scenery","A2",3842099
"mentally","B1",3838946
"noun","A2",3837137
"learner","A2",3834055
"swallow","A2",3832303
"proliferation","C2",3829964
"crab","B2",3824989
"hike","A2",3820168
"bore","B1",3819820
"technically","B2",3818321
"pharmacist","B2",3816817
"enjoyment","B1",3816406
"correspond","B2",3814384
"straightforward","B2",3812325
"delighted","B1",3812221
"peel","B2",3810917
"simultaneous","B2",3808657
"debris","B1",3806697
"widow","B2",3804620
"peg","B2",3802883
"footnote","B2",3800501
"sweater","A2",3798820
"canoe","C1",3790795
"organism","B1",3789385
"corrupt","B2",3788784
"correspondent","B2",3786622
"drought","B2",3786273
"bake","A2",3785783
"symptom","B1",3784339
"laughter","B1",3783649
"ignorance","B2",3782654
"explosive","B2",3781976
"inventor","B2",3780161
"juicy","B1",3778910
"moody","B2",3776452
"vicinity","C2",3772417
"heal","B1",3769650
"prosperity","B1",3768263
"rainfall","B1",3767281
"mum","A1",3764100
"pedal","B2",3763705
"passionate","B2",3759453
"sour","B1",3757799
"combustion","C2",3757231
"breakthrough","B1",3757116
"sock","A2",3748769
"literal","B2",3747449
"aloud","B1",3743858
"glorious","B1",3743383
"overlap","B2",3743117
"handsome","A1",3742080
"goose","C1",3739382
"gifted","B1",3733747
"cascade","B2",3732995
"cascade","C2",3732995
"endorse","B2",3732894
"nucleus","B1",3730601
"mist","B2",3728769
"verb","A2",3726924
"objection","B1",3725086
"noisy","A2",3722908
"economist","B2",3718338
"regret","B2",3716789
"regret","A2",3716789
"bliss","C1",3708978
"humiliation","B2",3707732
"litter","B2",3706640
"reflective","B2",3705748
"jelly","A2",3698541
"grandmother","A1",3697756
"appoint","B1",3696615
"humble","B2",3693501
"humble","C1",3693501
"petrol","A2",3690703
"hostile","C1",3684268
"ego","C1",3678432
"influenza","B2",3673978
"rude","A1",3672620
"viewpoint","B1",3667923
"sweatshirt","B1",3666728
"conception","B2",3663294
"unemployed","B1",3663204
"heavenly","B1",3663141
"amusement","A2",3661819
"curl","B2",3659178
"willingness","B1",3654922
"patriotic","B2",3654140
"simplify","B1",3654131
"darling","B2",3653817
"oppose","A2",3653137
"terrific","B1",3652629
"definite","B1",3651600
"cheer","A2",3648929
"clutter","C1",3648587
"misleading","B2",3646794
"grape","A1",3638159
"lively","A2",3635880
"educator","B2",3634348
"visually","B1",3633998
"immigrant","B2",3633715
"alright","A2",3632981
"interfere","B2",3628881
"wardrobe","B1",3627616
"fabrication","C2",3624802
"guilt","B1",3623942
"sweep","B2",3623863
"avid","C1",3621749
"outpatient","B2",3621475
"outpatient","C2",3621475
"inflammatory","B2",3621413
"fade","B1",3615179
"scrutiny","C1",3611860
"environmentally","B2",3610401
"nonsense","B1",3609585
"chemotherapy","B2",3601490
"expose","B1",3598867
"monk","B1",3592443
"boxer","B2",3592432
"weigh","A2",3587993
"clerical","B2",3586609
"timetable","A2",3579372
"conscience","B2",3576906
"crush","B1",3576348
"rectangular","B2",3574522
"enthusiast","B1",3574305
"positively","B1",3573575
"inspire","B1",3569444
"revival","B2",3567939
"disappear","A2",3567706
"redundant","B2",3566311
"redundant","C2",3566311
"tasty","B1",3565676
"bark","B1",3559940
"bark","B2",3559940
"cocoa","B2",3557169
"cushion","B1",3556775
"maternal","C1",3554398
"specimen","C1",3554108
"ghetto","B2",3550613
"examiner","B1",3550006
"listener","B2",3543996
"hurry","A1",3536968
"hurry","A2",3536968
"influential","B2",3536369
"beneficiary","C2",3534626
"offspring","C1",3533336
"panorama","C1",3532463
"peanut","B1",3529318
"trumpet","B1",3526876
"freezing","B1",3525702
"dishwasher","B1",3525376
"retire","A2",3522241
"emergence","B2",3521074
"compassion","B2",3517842
"extensively","B1",3513040
"stain","B2",3512824
"transient","B2",3512340
"gadget","C1",3508749
"trivial","B2",3505592
"coke","A1",3505322
"sensible","B2",3503935
"spreadsheet","B2",3496893
"delightful","B1",3495221
"cane","B2",3494916
"stiff","B2",3492842
"ridiculous","B1",3486556
"elbow","B1",3484326
"scholarly","C2",3479874
"revise","B1",3475221
"surroundings","B2",3473796
"hut","B1",3471098
"procedural","C2",3467397
"refusal","B1",3466381
"secular","C2",3463905
"pumpkin","B2",3457437
"garment","B1",3454166
"bilingual","B1",3453570
"barbecue","A2",3453189
"barbecue","B1",3453189
"secondly","B2",3452503
"razor","B1",3451657
"cough","B2",3451640
"cough","B1",3451640
"grandma","A1",3450933
"presumably","B2",3446073
"stretching","C1",3443172
"abundant","B1",3441495
"abundant","C2",3441495
"accompany","B1",3439497
"hesitate","B1",3438637
"pavement","B2",3435844
"pedestrian","B2",3434750
"pedestrian","C2",3434750
"artery","B2",3434468
"rub","B2",3432829
"violate","B2",3432718
"stimulate","B2",3432622
"conveniently","B2",3432407
"lick","B2",3431970
"ness","B1",3430085
"whip","B2",3423347
"porch","B2",3420626
"pertinent","C1",3419181
"lifelong","B1",3418717
"remotely","C1",3415582
"prohibition","B1",3410059
"shampoo","A2",3404715
"hilarious","B2",3401735
"steep","B1",3399504
"dynasty","B1",3398997
"elegance","B2",3396159
"socially","B1",3388736
"unfortunate","B1",3388419
"roundup","C1",3387046
"expire","C1",3381897
"midst","B2",3381410
"forgive","B1",3379266
"competitor","B1",3378603
"readable","C1",3370832
"denote","C2",3369529
"nationality","A1",3361977
"torch","B2",3360286
"depressed","B1",3358586
"bout","C2",3355216
"unclear","B1",3350414
"helper","B2",3350286
"appetite","B1",3346826
"sensation","B1",3346679
"morality","B2",3346248
"wealthy","B2",3345627
"handicap","B2",3345415
"defender","B1",3340033
"sunlight","A2",3337150
"racist","B2",3336285
"profitability","C2",3335983
"convey","B1",3335192
"globally","B2",3332875
"govern","B1",3331779
"feather","A2",3331460
"fond","B1",3331064
"sore","B1",3330335
"sixteen","A1",3329001
"tightly","B1",3326221
"intrusion","B2",3324387
"sickness","B1",3323415
"underneath","B2",3321843
"underneath","B1",3321843
"prohibit","B2",3321335
"anthology","C2",3316652
"capsule","B1",3315216
"suspend","B2",3312160
"eternity","B1",3311935
"kindly","A2",3305856
"kindly","B1",3305856
"revealing","C1",3301575
"columnist","B1",3297677
"tuberculosis","B2",3296585
"daytime","B2",3295549
"elaborate","C1",3295319
"descent","C1",3294727
"ambitious","B1",3292680
"notorious","B1",3291283
"notorious","C2",3291283
"residue","C2",3290600
"assert","B2",3288118
"inspect","B2",3284994
"mushroom","A2",3277331
"scent","B2",3277212
"sequel","C1",3276371
"gymnastics","B1",3275891
"exquisite","B2",3274003
"upward","B1",3273084
"contractual","C2",3272527
"unchanged","B2",3271637
"grasp","B2",3270025
"ounce","B2",3268355
"thirteen","A1",3267766
"tragic","B1",3266929
"toast","A2",3262695
"happily","A2",3261766
"shrink","B2",3261118
"mutually","C1",3259036
"exodus","C1",3254740
"dove","B2",3253560
"derive","B1",3253144
"pretend","B2",3251001
"pretend","A2",3251001
"misplace","C1",3244755
"imp","C1",3243955
"whichever","B1",3240093
"whichever","B2",3240093
"crowded","A2",3236969
"physiological","C2",3232417
"frustration","B1",3230941
"financially","B2",3230511
"awake","A1",3230337
"sanitation","B2",3230169
"swivel","C2",3229287
"ally","B2",3228428
"ally","C2",3228428
"frustrated","B1",3221201
"verdict","C1",3218413
"nominee","B2",3218094
"rhetoric","C2",3214428
"impulse","B2",3213161
"dull","B1",3211484
"coherent","B2",3207625
"roast","B2",3205415
"roast","A2",3205415
"knowledgeable","C1",3203632
"critically","B2",3203629
"owe","B1",3201488
"hatred","B1",3198487
"petty","B2",3195594
"behave","B1",3193930
"getaway","B2",3193911
"shiny","B1",3192674
"smash","B2",3192001
"unsure","B2",3191329
"destructive","B1",3190670
"dinosaur","A2",3188803
"ample","B2",3187842
"countless","B1",3187500
"sophomore","B1",3183619
"scarf","A2",3181107
"apprentice","C1",3177886
"apprentice","C2",3177886
"obscure","C1",3177425
"sigh","B1",3173217
"sigh","B2",3173217
"trolley","B2",3173186
"spicy","B1",3170817
"frankly","B2",3169461
"chronological","B1",3169265
"chronological","C2",3169265
"itinerary","C1",3168360
"beard","B1",3166516
"economical","B2",3163608
"mock","B2",3161760
"homestead","C2",3155033
"burger","A1",3154636
"microscopy","B2",3154576
"melt","B1",3153948
"encouragement","B1",3146451
"tailor","C1",3143833
"ore","C2",3138666
"attainment","B2",3138108
"attainment","C2",3138108
"sanitary","B2",3137434
"cooperate","B2",3136641
"norms","C1",3135997
"fortunate","B1",3135403
"premise","C1",3131689
"rite","B2",3131222
"improper","B1",3121296
"dilemma","B2",3121080
"comet","B1",3116034
"muse","B2",3114242
"refreshing","C1",3110131
"warmth","B1",3107429
"lust","C1",3106979
"solvent","B2",3101965
"aesthetic","C1",3100660
"commercially","C1",3100614
"irregular","B1",3097883
"certify","B2",3095645
"eighteen","A1",3094087
"singular","A2",3093829
"unacceptable","B2",3092460
"outbreak","B2",3090168
"prose","B2",3085898
"vein","B1",3084240
"swear","B1",3082372
"clown","A2",3081501
"spontaneous","C1",3080831
"wetland","B1",3078212
"malicious","C2",3077492
"consume","B1",3077450
"amazed","B1",3077159
"fourteen","A1",3076740
"volcano","B1",3076134
"skeleton","B1",3075011
"someday","A2",3074927
"honesty","B1",3072193
"dwarf","B2",3072068
"dwarf","C2",3072068
"northeastern","B1",3068125
"candid","C1",3066199
"schoolgirl","B2",3063313
"ornament","B2",3057576
"microscope","B2",3052163
"threaten","B2",3050485
"kitten","B1",3048546
"cavity","C1",3037278
"incense","B2",3032805
"stool","B2",3031945
"millionaire","B2",3029469
"archival","C2",3028510
"seismic","C2",3028135
"paperwork","B2",3026360
"teenager","A2",3025962
"suburb","B2",3025325
"succession","C1",3023429
"relieve","B2",3018810
"enthusiastic","B1",3015772
"lame","B2",3015528
"squeeze","B2",3015480
"farewell","B1",3012087
"purity","C1",3005735
"cellar","B2",3002258
"prone","C2",3001079
"fuse","C1",2999474
"amid","C1",2994953
"uncomfortable","A2",2989842
"inflammation","B2",2988315
"goodwill","B2",2985605
"worthwhile","B1",2984982
"ideology","B2",2984596
"anxious","A2",2984563
"knot","B2",2980542
"evolve","B2",2978181
"suspicious","B2",2975648
"blossom","B2",2972811
"scare","B1",2972708
"thief","A2",2970770
"imprisonment","B2",2964248
"standby","B2",2963191
"muscular","C1",2961759
"plum","B2",2961363
"plum","C2",2961363
"saloon","C1",2961006
"historian","B1",2958034
"facsimile","C2",2956598
"dynamically","C1",2953678
"comprise","C1",2953455
"subtitle","B2",2951333
"pastoral","B2",2946809
"hug","B2",2943073
"hug","A2",2943073
"referee","B1",2941934
"broadly","B2",2941435
"crossroads","B1",2940390
"smoothly","A2",2939650
"bury","A2",2938393
"insist","B1",2936535
"slash","B2",2935535
"entertain","B1",2933389
"housewife","B2",2928414
"lend","A2",2926360
"unrelated","B1",2923407
"speculation","C1",2921087
"legion","C2",2920122
"assertion","C1",2917932
"shocking","B1",2913791
"allergic","B1",2913453
"sausage","A2",2910814
"addict","B2",2910117
"uncommon","B2",2909018
"slaughter","B2",2905481
"genetically","B1",2902834
"zebra","B2",2902469
"runway","B1",2901389
"arithmetic","B1",2900993
"supposedly","B1",2900944
"fetch","B1",2897593
"patron","B2",2892996
"anticipate","B2",2892087
"induce","C2",2891148
"popcorn","B1",2889969
"unite","B1",2888724
"mortal","B2",2886162
"supermarket","A1",2885844
"genomic","C2",2882963
"gown","B1",2882930
"ruin","B1",2879219
"ruin","A2",2879219
"avian","C2",2877167
"cereal","A2",2871293
"comprehension","B2",2870530
"hospice","B2",2867761
"credible","C1",2863534
"deliberately","B2",2862093
"openly","B2",2861856
"crawl","B2",2859784
"sparkling","B2",2859116
"rotate","C1",2856677
"radiator","C1",2850529
"trainee","B2",2844915
"tuna","B1",2842548
"wipe","B2",2841184
"scarlet","B2",2840266
"messy","B1",2833021
"subsidy","C2",2830929
"demolition","C1",2830701
"mustard","B1",2820441
"strait","B2",2820437
"strait","C2",2820437
"masterpiece","B2",2820342
"obey","B2",2820117
"donkey","B2",2819753
"multiply","B2",2815756
"kite","A1",2808067
"humorous","B1",2807909
"corona","B2",2806095
"heap","B2",2806006
"energetic","A2",2803159
"disturbance","B1",2802921
"exile","B2",2801261
"jaw","B2",2797270
"flea","A2",2796116
"hail","B2",2794165
"optimistic","B2",2791411
"seldom","B2",2790565
"vague","B1",2783775
"overlay","C2",2783154
"rusty","B2",2780895
"herd","B1",2779216
"handicapped","A2",2779103
"harmless","B2",2774838
"curiosity","B1",2770499
"persistence","B2",2768946
"coarse","B2",2768915
"submarine","B1",2766790
"intrinsic","C2",2763192
